Time,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,VelocityAV1,VelocityAV2,VelocityAV3,Accel1,Accel2,Accel3,Accel4,Accel5,Accel6,AccelAV1,AccelAV2,AccelAV3,Headway1,Headway2,Headway3,Headway4,Headway5,Headway6,HeadwayAV1,HeadwayAV2,HeadwayAV3,StdDV(Headway)
21.5,27.404770292078215,28.255084290512865,27.37688751507646,25.470934704520296,16.586856876360113,13.391964828519182,22.675148175423793,27.61649251537653,21.556136197433315,-0.34716731876408674,-0.10297737340669003,0.44878691864417064,1.3697768618392745,1.7384976031478878,0.82247181945482,-3.511189370666526,0.15525743704083653,1.8025066131478242,79.92919588454015,86.75388773803843,87.12595846697616,86.30868934440696,65.8017423747342,54.47146458538981,68.80225910224863,83.36493481780985,66.38135112137559,11.855092392665407
22.0,27.15126761046791,28.202616507206034,27.57643410942414,26.09803633169617,17.480160147705583,13.835818391352792,21.071442551248538,27.677644669306577,22.38399754354596,-0.6986997733717054,-0.10946625457040682,0.358269320761454,1.159164755450405,1.8565162429627877,0.9719924970162759,-3.146495700077186,0.09985436595080444,1.6640415997067715,77.16679390257457,86.27841075115748,87.21021306335433,87.15197143760133,68.29106808161646,56.20432217710572,64.69726724826774,83.65266246853957,68.30061226937465,11.462464112234588
22.5,26.70473660722184,28.144322260124422,27.734835381235172,26.62414166384038,18.421613412484394,14.357789809895054,19.711113849260936,27.711228146130818,23.14201210478694,-1.1110506692987876,-0.1299645751300659,0.28244859421513696,0.963987982680461,1.9309333549014207,1.1363864737443639,-2.5279162111783133,0.04039180672331781,1.5114675665784683,73.84141983140921,85.65084803097363,87.22863292228408,87.7962360816444,70.71496985644279,58.156268957732465,61.57780509755324,83.88931349967334,70.10878107906552,11.244397606301861
23.0,26.053464064599897,28.068875965622837,27.858605895832987,27.058217607910105,19.388285326686084,14.963569814254583,18.66883016268594,27.716273877126838,23.825782000653092,-1.510797487253997,-0.18216950197121023,0.21805983063332307,0.7889857887951663,1.957219717079356,1.3083611035039553,-1.837973862553933,-0.019227853080839463,1.3542703008003862,70.20033519578271,84.77538570680588,87.18589581505523,88.27106578019294,73.01890074185991,60.30436268570429,59.3398201735273,84.08328272501001,71.79402962701062,11.176819076226808
23.5,25.21809600548831,27.957084231860932,27.952595430802404,27.410902154607392,20.35599588594989,15.654735133687415,17.95080139746471,27.693217657140142,24.434947650255435,-1.844061219487516,-0.2786488188004249,0.16183592045774448,0.6362320047763603,1.934969301326003,1.4786967878481534,-1.1805458938940903,-0.07740672967624179,1.1998231982323704,66.5044410233296,83.56763706743322,87.083809876126,88.6038612474589,75.15916272072349,62.611946263537845,57.863124434073484,84.23506670457311,73.35064228174963,11.236498607943444
24.0,24.240137083453938,27.785755282708383,28.020179557531147,27.69331372489533,21.301376716097,16.4279367038364,17.529572344467997,27.64252447510486,24.972137002396497,-2.0804216341061457,-0.42245348943472155,0.11119408591934389,0.5056852406811772,1.8678268552509891,1.6368950741375095,-0.5976481298022378,-0.13551845526288142,1.0532887475083363,62.99086778816297,81.97069951165042,86.92244085546008,88.81853350307034,77.10472070514419,65.03088306704814,57.033944606176476,84.33396442582637,74.77775885368618,11.390278336574985
24.5,23.17168528918805,27.532458755663665,28.063650931814212,27.91614669861405,22.203735135927754,17.274485499064767,17.366643239387805,27.563539942633003,25.44195658429589,-2.206203646687913,-0.6078144996702712,0.06433639686720269,0.39578520014388374,1.7627817738378027,1.772131039351374,-0.09795708331543762,-0.19658850835695818,0.9178468510418414,59.85542513032851,79.9633128849764,86.70041616594574,88.93488154171825,78.83750419162357,67.50508927169591,56.75270928662326,84.35773673423978,76.07812262973283,11.596885190577582
25.0,22.068921499559274,27.17914461377089,28.084546890060164,28.089066866236095,23.0464463506095,18.180472490603265,17.423068813112415,27.454086521806524,25.850127387969444,-2.2176374365043667,-0.8235178652676987,0.019945949664119667,0.3040523387195883,1.6290149744706484,1.8744342789027173,0.3227794324567186,-0.26377271987766093,0.7950506600809114,57.246986764777944,77.56179748279817,86.41467185345334,88.96853057549095,80.35142388021978,69.9749482343214,56.93374650627112,84.27476578120036,77.25692936789005,11.815122018314451
25.5,20.98813562604858,26.71398709437986,28.083794699153625,28.2203894292659,23.81771801045426,19.127499668570977,17.662801682645842,27.310597157064034,26.202801123527127,-2.1177636446711343,-1.0562094621944347,-0.023183602775812773,0.2276110198147329,1.4765767921454014,1.935932781716413,0.6713406819092556,-0.3397151879138385,0.6852160594118253,55.26746102296954,74.81818067293466,86.06004799391576,88.9312115972375,81.6504696608963,72.38203120859538,57.501986320260585,84.04756935316493,78.3208404843383,12.011448120624522
26.0,19.98255627688843,26.13193414643295,28.061702837936984,28.31698374372282,24.510711928718898,20.09399797390148,18.05278272600935,27.12833417017815,26.50606036046431,-1.9158988640677146,-1.2921345788197927,-0.06637114681159842,0.16356929943755674,1.315166994715864,1.9519247633204238,0.9531669939472516,-0.4267555554720326,0.5877962809965702,53.97411864120363,71.81606297456142,85.62896214983493,88.831166421499,82.74630549324866,74.6734966452579,58.389488644971266,83.63673595741079,79.27719541615477,12.163754372031427
26.5,19.09928706262313,25.434797657784344,28.017884353996795,28.384326157113367,25.123126012744383,21.05698585213157,18.56209203493364,26.901428505049505,26.765587041306496,-1.6273486213244435,-1.5173253272837415,-0.11110622352366023,0.10923512375019229,1.1532110080697864,1.921535481779848,1.1718607634429064,-0.5273514492922744,0.5017078226910863,53.383190187037485,68.66481105951993,85.11117169833369,88.6735316201266,83.65574810608717,76.80561105592801,59.53301863364078,83.00490685872455,80.13342635017915,12.2612983385703
27.0,18.376591058143024,24.631472634691875,27.95117404668062,28.42662455597954,25.656409918719195,21.994015861915074,19.16126158072036,26.62279386279928,26.986470002608453,-1.2721608219678147,-1.717079342732506,-0.15903563947454488,0.06219607182193059,0.9973186061657288,1.8477902920880327,1.330119933876263,-0.6440921707669234,0.4255840569067516,53.47451864775326,65.49223238494187,84.49355411702163,88.46063303038648,84.39843251584472,78.74601018581194,60.87297296365193,82.12084581342492,80.89665039588152,12.30210553015383
27.5,17.84202626154902,23.738393544432814,27.859551709838364,28.44695856583736,26.114805116963915,22.885005300887165,19.822148059950553,26.28420389433192,27.17311430472687,-0.8730245348806787,-1.8757035038989998,-0.2119647027578168,0.02031192630012911,0.8521112076610677,1.737076260761181,1.4310128957770156,-0.7789692848011351,0.3579481939484914,54.19717347317783,62.43593564279615,83.75991490254125,88.19217273222932,84.99485687856878,80.47455545422531,62.35346664276295,80.96370562391803,81.57339834660621,12.289383276979557
28.0,17.511693617849964,22.77991244054535,27.740056388412942,28.447403677671662,26.504374761167487,23.713672208517337,20.518366663249978,25.87690258477245,27.329215241432035,-0.45303366866104866,-1.9771865143979725,-0.2718897033715386,-0.018335593159979874,0.7203366110859832,1.5981219054683637,1.4789761606715517,-0.9318936559997368,0.29731384868752286,55.47580952850842,59.63384029781457,82.8910085972085,87.86530901650019,85.46489011648174,81.98287896003978,63.923154701447004,79.52735790389988,82.16943697644302,12.228279576799768
28.5,17.390495109951818,21.788076889598695,27.58868612570671,28.42912546420718,26.832139874523204,24.46839323937483,21.22606994567682,25.39304700883205,27.457766782442324,-0.03395061865053395,-2.0069360634126583,-0.34100959808346903,-0.055509508777307565,0.6031626637975244,1.4407371210722653,1.480232989213286,-1.098771351869317,0.24223249070831732,57.21745378656897,57.21454789369898,81.86513635700771,87.47463442159756,85.8267383536134,83.27289685916338,65.53630837756236,77.8242530966927,82.68964833407318,12.123874754685222
