Time,Velocity1,Velocity2,VelocityAV1,Accel1,Accel2,AccelAV1,Headway1,Headway2,HeadwayAV1,StdDV(Headway)
0.62,0.0,0.0,0.36,0.0,0.0,3,45.03360000000001,45.0,254.97479999999996,121.2193089826864
0.64,0.0,0.0,0.42,0.0,0.0,3,45.04320000000001,45.0,254.96640000000002,121.21168871952904
0.66,0.0,0.0,0.48,0.0,0.0,3,45.054,45.0,254.9568,121.2030295482749
0.68,0.0,0.0,0.54,0.0,0.0,3,45.066,45.0,254.94600000000003,121.19333154922346
0.7,0.0,0.0,0.6000000000000001,0.0,0.0,3,45.079200000000014,45.0,254.93399999999997,121.18259481163125
0.72,0.0,0.0,0.6600000000000001,0.0,0.0,3,45.09360000000001,45.0,254.92079999999999,121.17081943372338
0.74,0.0,0.0,0.7200000000000002,0.0,0.0,3,45.109200000000016,45.0,254.90639999999996,121.15800552270574
0.76,0.0,0.0,0.7800000000000002,0.0,0.0,3,45.126000000000005,45.0,254.8908,121.14415319477867
0.78,0.0,0.0,0.8400000000000003,0.0,0.0,3,45.144000000000005,45.0,254.87400000000002,121.12926257515151
0.8,0.0,0.0,0.9000000000000004,0.0,0.0,3,45.16320000000002,45.0,254.856,121.11333379805875
0.82,0.0,0.0,0.9600000000000004,0.0,0.0,3,45.18360000000001,45.0,254.83679999999998,121.09636700677687
0.84,0.0,0.0,1.0200000000000005,0.0,0.0,3,45.20520000000002,45.0,254.8164,121.07836235364269
0.86,0.0,0.0,1.0800000000000005,0.0,0.0,3,45.22800000000001,45.0,254.7948,121.05932000007269
0.88,0.0,0.0,1.1400000000000006,0.0,0.0,3,45.25200000000001,45.0,254.772,121.03924011658367
0.9,0.0,0.0,1.2000000000000006,0.0,0.0,3,45.27720000000002,45.0,254.748,121.01812288281452
0.92,0.0,0.0,1.2600000000000007,0.0,0.0,3,45.30360000000002,45.0,254.7228,120.9959684875492
0.94,0.0,0.0,1.3200000000000007,0.0,0.0,3,45.331200000000024,45.0,254.69639999999998,120.97277712874082
0.96,0.0,0.0,1.3800000000000008,0.0,0.0,3,45.360000000000014,45.0,254.66879999999998,120.94854901353713
0.98,0.0,0.0,1.4400000000000008,0.0,0.0,3,45.390000000000015,45.0,254.64,120.9232843583071
1.0,0.0,0.0,1.5000000000000009,3,3,3,45.42120000000003,45.0012,254.61,120.89663593533113
1.02,0.06,0.06,1.560000000000001,3,3,3,45.452400000000026,45.002399999999994,254.57999999999993,120.86998938495853
1.04,0.12,0.12,1.620000000000001,3,3,3,45.48360000000004,45.0036,254.54999999999995,120.84334470842816
1.06,0.18,0.18,1.680000000000001,3,3,3,45.51480000000002,45.0048,254.51999999999998,120.81670190697972
1.08,0.24,0.24,1.740000000000001,3,3,3,45.54600000000002,45.006,254.49,120.79006098185397
1.1,0.3,0.3,1.8000000000000012,3,3,3,45.57720000000003,45.0072,254.46000000000004,120.76342193429268
1.12,0.36,0.36,1.8600000000000012,3,3,3,45.60840000000003,45.008399999999995,254.42999999999995,120.73678476553859
1.14,0.42,0.42,1.9200000000000013,3,3,3,45.639600000000044,45.0096,254.39999999999998,120.7101494768356
1.16,0.48,0.48,1.9800000000000013,3,3,3,45.67080000000003,45.0108,254.37,120.68351606942846
1.18,0.54,0.54,2.0400000000000014,3,3,3,45.70200000000003,45.012,254.33999999999992,120.65688454456293
1.2,0.6000000000000001,0.6000000000000001,2.1000000000000014,3,3,3,45.73320000000004,45.0132,254.31,120.63025490348595
1.22,0.6600000000000001,0.6600000000000001,2.1600000000000015,3,3,3,45.76440000000004,45.014399999999995,254.27999999999997,120.60362714744525
1.24,0.7200000000000002,0.7200000000000002,2.2200000000000015,3,3,3,45.79560000000005,45.0156,254.24999999999994,120.57700127768972
1.26,0.7800000000000002,0.7800000000000002,2.2800000000000016,3,3,3,45.826800000000034,45.0168,254.2199999999999,120.55037729546925
1.28,0.8400000000000003,0.8400000000000003,2.3400000000000016,3,3,3,45.85800000000003,45.018,254.18999999999994,120.5237552020347
1.3,0.9000000000000004,0.9000000000000004,2.4000000000000017,3,3,3,45.889200000000045,45.0192,254.15999999999997,120.49713499863802
1.32,0.9600000000000004,0.9600000000000004,2.4600000000000017,3,3,3,45.92040000000004,45.020399999999995,254.13,120.47051668653205
1.34,1.0200000000000005,1.0200000000000005,2.520000000000002,3,3,3,45.951600000000056,45.0216,254.09999999999997,120.44390026697073
1.36,1.0800000000000005,1.0800000000000005,2.580000000000002,3,3,3,45.98280000000004,45.022800000000004,254.06999999999994,120.41728574120906
